numero_emenda;exercicio;subacao;unidade_gestora;credor;valor_empenhado;obs
439;2023;"EJOM - EMENDA DERIVADA 9043/2022";"FUNDO ESTADUAL DE SAÚDE";"35667229000169 - FUNDO MUNICIPAL DE SAUDE DE QUIXABA";0;"2300000029.003874/2022-92. OFÍCIO GP N° 087/2022. SOF  231/2022 - SES - NUGEP. EMENDA PARLAMENTAR Nº 439/22 OBJETIVANDO A AQUISIÇÃO DE VEÍCULO TIPO AMBULÂNCIA PARA TRANSPORTE DE PACIENTES DO MUNICÍPIO DE QUIXABÁ/PE."
442;2023;"EKB1 - EMENDA DERIVADA 1012/2023";"FUNDO ESTADUAL DE SAÚDE";"08677960000100 - FUNDO MUNICIPAL DE SAUDE DE TAQUARITINGA DO NORTE";257547.26;"2300000029.001518/2023-15, OFICIO 084/23-SECSAU, SOF.113/2023-SES/NUGEP, PLANO DE TRABALHO 38994206, NOTA TÉCNICA Nº 65/2023/DGAIS/GUE, AQUISIÇÃO DE 2 AMBULÂNCIAS PARA O MUNICÍPIO DE TAQUARITINGA DO NORTE, CONFORME EMENDA PARLAMENTAR Nº 442/2023"
443;2023;"EKAI - EMENDA DERIVADA 1043/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";400000;"2300000029.001654/2023-13. SOF 134/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 443/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
444;2023;"EKAE - EMENDA DERIVADA 1041/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";1600000;"2300000029.001654/2023-13. SOF 135/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 444/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
448;2023;"EKDG - EMENDA DERIVADA 7020/2023";"FUNDO ESTADUAL DE SAÚDE";"20511923000115 - REDE FEMININA MUNICIPAL DE COMBATE AO CANCER DE CARPINA";98000;"2300000029.005173/2023-79. OFÍCIO 045/23. SOF  287/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 448/23 REF. A AQUISIÇÃO DE APARELHOS COLPOSCÓPIO E ULTRASSOM TRANSVAGINAL."
499;2023;"EJH4 - EMENDA DERIVADA 4093/2022";"FUNDO ESTADUAL DE SAÚDE";"10667814000138 - FUNDACAO ALTINO VENTURA";0;"2300000029.001933/2022-98. OFÍCIO 21/22. SOF 116/2022  SES - NUGEP. EMENDA PARLAMENTAR Nº 499/22 REF. A AQUISIÇÃO DE MATERIAIS MÉDICOS DE CONSUMO PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS OFTALMOLÓGICOS EM PACIENTES DO SUS NO ESTADO DE PERNAMBUCO."
501;2023;"EKAJ - EMENDA DERIVADA 1044/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";700000;"2300000029.001654/2023-13. SOF 137/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 501/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
503;2023;"EKAK - EMENDA DERIVADA 1045/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";1700000;"2300000029.001654/2023-13. SOF 138/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 503/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
504;2023;"EKAL - EMENDA DERIVADA 1048/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";398300;"2300000029.001654/2023-13. SOF 139/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 504/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
513;2023;"EKA2 - EMENDA DERIVADA 1022/2023";"FUNDO ESTADUAL DE SAÚDE";"11407543000144 - FUNDO MUNICIPAL DE SAUDE DE ITAPISSUMA";100000;"2300000029.001187/2023-13, OFICIO Nº 011/2023, SOF. 103/2023-SES/NUGEP, PLANO DE TRABALHO 35326461, CONFORME EMENDA PARLAMENTAR Nº 513/2023"
524;2023;"EK9W - EMENDA DERIVADA 1020/2023";"FUNDO ESTADUAL DE SAÚDE";"11870137000113 - FUNDO MUNICIPAL DE SAUDE DE CAMOCIM DE SAO FELIX";100000;"2300000029.003549/2023-19. SOF  225/2023 - SES - NUGEP. OFÍCIO GP Nº 99/2023. EMENDA PARLAMENTAR Nº 524/23 OBJETIVANDO A AQUISIÇÃO DE VEÍCULO TIPO AMBULÂNCIA."
535;2023;"EK9V - EMENDA DERIVADA 1019/2023";"FUNDO ESTADUAL DE SAÚDE";"10392418000145 - FUNDO MUNICIPAL DE SAUDE DE ABREU E LIMA";77581.53;"2300000029.002994/2023-53. SOF 201/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 535/23 OBJETIVANDO A AQUISIÇÃO DE AMBULÂNCIA PARA ATENDER O MUNICÍPIO."
0547;2023;"EIZ7 - EMENDA PARLAMENTAR NO.547/2021";"FUNDO ESTADUAL DE SAÚDE";"06242368000142 - FUNDO MUNICIPAL DE SAUDE DE BREJINHO";0;"2300000029.002988/2022-15. OFÍCIO GP Nº 098/2022. SOF  182/2022 - SES - NUGEP. EMENDA PARLAMENTAR Nº 0547/22 OBJETIVANDO A AQUISIÇÃO DE 01 (UMA) AMBULÂNCIA"
547;2023;"EKIH - EMENDA DERIVADA 9029/2023";"FUNDO ESTADUAL DE SAÚDE";"09102679000102 - FUNDO MUNICIPAL DE SAUDE DE FERREIROS";250000;"2300000029.006383/2023-84, OFICIO 157/2023, SOF.337/2023-SES/NUGEP,  NOTA TECNICA: (45540669), EMENDA PARLAMENTAR Nº 547/2023, PARA AQUISIÇÃO DE MEDICAMENTOS E INSUMOS FARMACÊUTICOS PARA O MUNICIPIO"
576;2023;"EKGH - EMENDA DERIVADA 8027/2023";"FUNDO ESTADUAL DE SAÚDE";"12424026000146 - FUNDO MUNICIPAL DE SAUDE DE CEDRO";188180;"2300000029.003028/2023-53. SOF 291/2023 - SES - NUGEP. OFÍCIO GAB 157/23. EMENDA PARLAMENTAR Nº 576/23 OBJETIVANDO A AQUISIÇÃO DE AMBULÂNCIA."
616;2023;"EKDT - EMENDA DERIVADA 5032/2023";"FUNDO ESTADUAL DE SAÚDE";"08247860000136 - FUNDO MUNICIPAL DE SAUDE DE CATENDE";77380.8;"2300000029.005621/2023-34. OFÍCIO PMC 283/23. SOF  294/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 616/23 OBJETIVANDO A AQUISIÇÃO DE 01 VEÍCULO DO TIPO PASSEIO."
621;2023;"EKJ6 - EMENDA DERIVADA 9021/2023";"FUNDO ESTADUAL DE SAÚDE";"11819732000124 - FUNDO MUNICIPAL DE SAUDE DE MANARI";980162.26;"2300000029.005730/2023-51, OFICIO GAB.032/2023, PLANO DE TRABALHO: 45158382, NOTA TECNICA (45188448), EMENDA PARLAMENTAR Nº 621/2023, PARA AQUISIÇÃO DE MEDICAMENTOS, INSUMOS E LOCAÇÃO DE VEICULOS PARA O MUNICIPIO."
643;2023;"EJL7 - EMENDA DERIVADA 8076/2022";"FUNDO ESTADUAL DE SAÚDE";"04712650000110 - INSTITUTO ESPERANCA DE BENEFICENCIA EM SAUDE DE PERNAMBUCO";0;"2300000029.003357/2022-13, OF.120/22, SOF.201/2022-SES/NUGEP, PLANO DE TRABALHO (28852284), EMENDA PARLAMENTAR Nº 643/22, DESTINADA PARA AÇÕES FILANTRÓPICAS NA PRESTAÇÃO DE SERVIÇOS À SAÚDE DA POPULAÇÃO PERNAMBUCANA."
652;2023;"EKBB - EMENDA DERIVADA 3008/2023";"FUNDO ESTADUAL DE SAÚDE";"11683174000112 - ASS. PROT.MATERNIDADE E A INFANCIA DA VITORIA ST ANTAO";114228.03;"2300000029.001678/2023-64, OFICIO Nº 78/2023, SOF.149/2023-SES/NUGEP, NOTA TECNICA  Nº 105/2023, PLANO DE TRABALHO (37066310), CONFORME EMENDA PARLAMENTAR Nº 652/2023"
664;2023;"EKAW - EMENDA DERIVADA 1049/2023";"FUNDO ESTADUAL DE SAÚDE";"11319452000157 - FUNDO MUNICIPAL DE SAUDE CUMARU";198300;"2300000029.004435/2023-88. SOF  279/2023 - SES - NUGEP. OFÍCIO GP Nº 104/2023. EMENDA PARLAMENTAR Nº 664/23 REF. A AQUISIÇÃO DE UMA AMBULÂNCIA."
681;2023;"EKJM - EMENDA DERIVADA 9044/2023";"FUNDO ESTADUAL DE SAÚDE";"00286731000145 - CIRCULO DO CORACAO DE PERNAMBUCO";91880.4;"2300000029.002043/2023-84. OFÍCIO Nº 023/2023-CIRCOR. SOF  1/2024 - NUGEP. EMENDA PARLAMENTAR Nº 681/23 REF. A AQUISIÇÃO DE EQUIPAMENTOS PARA FORMAÇÃO DE CENTRAL DE TELEMEDICINA PARA DIAGNÓSTICO DE CARDIOPATIAS CONGÊNITAS."
700;2023;"EKIQ - EMENDA DERIVADA 9033/2023";"FUNDO ESTADUAL DE SAÚDE";"38144672000143 - INSTITUTO CRIACAO";299208.98;"2300000029.005681/2023-57. SOF  298/2023 - SES - NUGEP.EMENDA PARLAMENTAR Nº 700/23 REF. A REALIZAÇÃO DE PROJETO DE APOIO À SAÚDE INTEGRAL DA MULHER, NO MUNICÍPIO DE CAMOCIM DE SÃO FÉLIX, COM ATENDIMENTOS GRATUITOS PARA PÚBLICO BENEFICIADO"
757;2023;"EKI7 - EMENDA DERIVADA 9011/2023";"FUNDO ESTADUAL DE SAÚDE";"11293112000102 - FUNDO MUNICIPAL DE SAUDE DE TUPARETAMA";250000;"2300000029.006381/2023-95. OFÍCIO Nº 150/2023. SOF  336/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 757/2023 OBJETIVANDO A AQUISIÇÃO DE VEÍCULO TIPO VAN P/ ATENDER PACIENTES DO TFD."
781;2023;"EJ5P - EMENDA DERIVADA 8070/2022";"FUNDO ESTADUAL DE SAÚDE";"41229113000140 - GESTOS SOROPOSITIVIDADE COMUNICACAO E GENERO";0;"2300000029.002314/2022-11, OF.15/22, SOF.208/2022-SES/NUGEP, PLANO DE TRABALHO (30857642), EMENDA PARLAMENTAR Nº 781/22, DESTINADA PARA ATENDIMENTO PSICOSSOCIAL DE PESSOAS ACOMETIDA COM HIV AIDS NO ESTADO DE PE."
798;2023;"EJ66 - EMENDA PARLAMENTAR NO.798/2021";"FUNDO ESTADUAL DE SAÚDE";"11844178000135 - FUNDO MUNICIPAL DE SAUDE DE TACAIMBO";0;"2300000029.002051/2022-40. SOF  187/2022 - SES. OFÍCIO Nº 80/2022. EMENDA PARLAMENTAR Nº 798/22 REF. A AQUISIÇÃO DE AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO."
800;2023;"EJ68 - EMENDA PARLAMENTAR NO.800/2021";"FUNDO ESTADUAL DE SAÚDE";"11419791000105 - FUNDO MUNICIPAL DE SAUDE DE ALAGOINHA";0;"2300000029.001032/2022-04. OFÍCIO 16/22. SOF 139/2022  SES - NUGEP. EMENDA PARLAMENTAR Nº 800/22 REF. A AQUISIÇÃO DE AMBULÂNCIA PARA ATENDIMENTO DE USUÁRIOS DO SUS NO REFERIDO MUNICÍPIO."
801;2023;"EJ69 - EMENDA PARLAMENTAR NO.801/2021";"FUNDO ESTADUAL DE SAÚDE";"10248060000181 - ABRIGO SAO VICENTE DE PAULO";0;"2300000029.001978/2022-62. OFÍCIO 32/22. SOF  175/2022 - SES - NUGEP. EMENDA PARLAMENTAR Nº 801/22 OBJETIVANDO ADQUIRIR MEDICAMENTOS NECESSÁRIOS DE USO CONTÍNUO PARA A SAÚDE DE IDOSAS."
1026;2023;"EJRU - EMENDA PARLAMENTAR NO.126/2022";"SECRETARIA DE CULTURA DO ESTADO DE PERNAMBUCO";"09032427000146 - UNIAO DOS AFOXES DE PERNAMBUCO - UAPE";50000;"EMENDA PARLAMENTAR N° 1026 /202, P/REALIZAÇÃO DO PROJETO ""CRIAR E POTENCIALIZAR AS ROTAS DE TURISMO AFRO CENTRADO EM RECIFE E OLINDA, CONFORME SEI 0040300037.001117/2023-37."
2023;2023;"EK3R - EMENDA PARLAMENTAR NO.555/2022";"UPE CAMPUS MATA NORTE";"35785276000107 - LUCIANO SERGIO GUIMARAES DE SA BARRETO";99684.9;"REF. AQUISIÇÃO DE POLTRONAS E CADEIRAS LONGARINAS E GIRATÓRIAS CMN - RECURSOS DE EMENDA PARLAMENTAR."
7011;2023;"EKFS - EMENDA DERIVADA 7011/2023";"SECRETARIA DE CULTURA DO ESTADO DE PERNAMBUCO";"10167310000159 - MUNICIPIO DE TRACUNHAEM";60000;"EMENDA PARLAMENTAR N° 7011/2023, OBJETO ""AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA AMPLIAÇÃO DE UM PROJETO JÁ EXISTENTE DE AULAS PRATICAS EM INSTRUMENTOS DIVERSOS"" . SEI 2000000054.001015/2023-81."
8042;2023;"EKHB - EMENDA DERIVADA 8042/2023";"INSTITUTO AGRONOMICO DE PERNAMBUCO";"05604422000190 - AGROMAQUINAS EMPREENDIMENTOS AGRICOLAS LTDA";0;"CONFORME SOLICITAÇÃO DE SERVIÇO N º 608/2023  SEI Nº 0050100058.004096/2023-09  OBS: PERFURAÇÃO DE POÇOS CONFORME O VALOR DISPONIBILIZADO NA EMENDA PARLAMENTAR Nº 8042/2023 PARA O MUNICÍPIO DE FLORES."
8043;2023;"EKHC - EMENDA DERIVADA 8043/2023";"INSTITUTO AGRONOMICO DE PERNAMBUCO";"05604422000190 - AGROMAQUINAS EMPREENDIMENTOS AGRICOLAS LTDA";0;"CONFORME SOLICITAÇÃO DE SERVIÇO N º 609/2023  SEI Nº 0050100058.004096/2023-09  OBS: PERFURAÇÃO DE POÇOS CONFORME O VALOR DISPONIBILIZADO NA EMENDA PARLAMENTAR Nº 8043/2023 PARA O MUNICÍPIO DE BETÂNIA."
2300000029;2023;"EIO4 - EMENDA PARLAMENTAR NO.143/2021";"HOSPITAL GETULIO VARGAS";"05439635000456 - ANTIBIOTICOS DO BRASIL LTDA";0;"MEMORANDO Nº 459/2022/HGV/PLANEJAMENTO FARMACÊUTICO, ATA Nº 078/2021. SEI  REF. A EMENDA 2300000029.000393/2022-25."
09;2024;"EKJX - EMENDA PARLAMENTAR NO.9/2023";"FUNDO ESTADUAL DE SAÚDE";"530101 - FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DE PE - HEMOPE";291663.93;"SOF  388/2024 - SES - NUGEP. NOTA TÉCNICA 58505999. EMENDA PARLAMENTAR Nº 09 REFERENTE A AQUISIÇÃO DE VEÍCULO PARA TRANSPORTE DE PACIENTES."
012;2024;"ELK5 - EMENDA DERIVADA 10001/2024";"FUNDO ESTADUAL DE SAÚDE";"10583920000800 - HOSPITAL DO TRICENTENARIO";100000;"2300000029.001037/2024-91, CT.DE GESTÃO 001/2015, SOF.4/2024-SES/DGMCG, NOTA TÉCNICA Nº 613/24, PT.51165097, EMENDA PARLAMENTAR Nº 012/2024 - DESTINADA A AQUISIÇÃO DE MEDICAMENTOS PARA O HOSPITAL MESTRE VITALINO"
14;2024;"ELQZ - EMENDA DERIVADA 30066/2024";"FUNDO ESTADUAL DE SAÚDE";"11334929000173 - FUNDO MUNICIPAL DE SAUDE DA GAMELEIRA";686000;"SOF  671/2024 - SES - NUGEP. NOTA TÉCNICA - SES - GERÊNCIA DA POLÍTICA DE ASSISTÊNCIA FARMACÊUTICA - Nº 113/2024. EMENDA PARLAMENTAR Nº 14 REFERENTE A AQUISIÇÃO DE MEDICAMENTOS E INSUMOS."
19;2024;"EM2B - EMENDA DERIVADA 60007/2024";"FUNDO ESTADUAL DE SAÚDE";"10480777000154 - FUNDO MUNICIPAL DE SAUDE DE JATAUBA";70000;"SOF 482/24 - NUGEP. NOTA TÉCNICA - SES - GERÊNCIA DA CENTRAL DE REGULAÇÃO AMBULATORIAL - Nº 9/2024. EMENDA PARLAMENTAR Nº 19 REFERENTE A AQUISIÇÃO DE VEÍCULO PARA SURPRIR A DEMANDA DE TRANSPORTE DE DOENTES FORA DO DOMICÍLIO."
40;2024;"E77C - EMENDA DERIVADA 40141/2024 - REBATIMENTO";"PRONTO SOCORRO CARDIOLÓGICO DE PERNAMBUCO";"07484373000124 - UNI HOSPITALAR LTDA";59506.6;"PROCESSO Nº 195/2023, P.E (SRP) Nº 099/2023, HOMOLOGADO EM 27/11/2023, REGISTRO DE PREÇOS PARA EVENTUAL FORNECIMENTO DE MAT. DE CONSUMO HOSPITALAR (MEDICAMENTOS), (CI Nº 615E/2024 - FARMÁCIA) - PEDIDO P/ 06 MESES - EMENDA PARLAMENTAR Nº 40.000141"
076;2024;"ELI3 - EMENDA PARLAMENTAR NO 233 - 2";"HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ";"08958628000106 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA";99960;"ATENDER 2498/2024 (60193589) REF. A CI Nº. 677/2024 ABAST FARMACÊUTICO (60169292), PL Nº. 1648.2024.CPL.HUOC.PE.0025.HUOC	, AQUISIÇÃO DE INSUMOS. EMENDA PARLAMENTAR 076.ELI3.0500710000."
0076;2024;"ELI8 - EMENDA PARLAMENTAR NO 501 - 2";"HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ";"66783630000279 - PRO-LIFE EQUIPAMENTOS MEDICOS LTDA";54000;"ATENDER DESPACHO 2523/2024 (60218859), 3333.2024.CCD.IN.0016.HUOC, DFD 59612791, CENTRAL DE MONITORACAO FISIOLOGICA MULTIPARAMETROS. EMENDA PARLAMENTAR 0076.ELI8.0500710000."
91;2024;"EM26 - EMENDA DERIVADA 50044/2024";"FUNDO ESTADUAL DE SAÚDE";"09471844000195 - FUNDO MUNICIPAL DE SAUDE DE JAQUEIRA";244999.8;"SOF  679/2024 - SES - NUGEP. NOTA TÉCNICA - SES - DIRETORIA GERAL DE ATENÇÃO PRIMÁRIA - (ANTIGA SAP) - Nº 80/2024. EMENDA Nº 91 REFERENTE A AQUISIÇÃO DE EQUIPAMENTOS PARA ATENÇÃO PRIMÁRIA"
93;2024;"ELX0 - EMENDA DERIVADA 40055/2024";"FUNDO ESTADUAL DE SAÚDE";"08720669000160 - INSTITUTO REVIVER BRASIL";300000;"SOF 528/24-NUGEP. NOTA TÉCNICA - SES - COORDENAÇÃO DE SAÚDE BUCAL - Nº 21/2024. EMENDA PARLAMENTAR Nº 93 REFERENTE A AQUISIÇÃO DE UNIDADE MÓVEL ODONTOLÓGICA."
111;2024;"EM6J - EMENDA DERIVADA 90027/2024";"SECRETARIA DE EDUCAÇÃO";"12658530000100 - FUNDACAO TERRA";0;"DESP. PARA EXECUÇÃO DA EMENDA PARLAMENTAR Nº 111 COM FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR PARA AS CRIANÇAS MAIS VULNERÁVEIS. SOF 8/2024 - SEI  1400003000.000257/2024-12"
113;2024;"EJRH - EMENDA DERIVADA 1000/2023";"FUNDO ESTADUAL DE SAÚDE";"07621798000138 - INSTITUTO OFTALMOLOGICO CARLOS CARVALHO";100000;"2300000029.001654/2023-13. SOF 333/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 113/23 P/ ATENDER O ""PROJETO ENXERGAR: RESTAURAR A VISÃO E A QUALIDADE DE VIDA""."
163;2024;"ELWJ - EMENDA DERIVADA 40004/2024";"FUNDO ESTADUAL DE SAÚDE";"07421280000150 - INSTITUTO DO FIGADO E TRANSPLANTE DE PERNAMBUCO - IFP";120000;"SOF  583/2024   NUGEP/SEAF. NOTA TÉCNICA Nº 108/2024. EMENDA PARLAMENTAR Nº 163 REFERENTE A AQUISIÇÃO DE 02 EQUIPAMENTOS DE VÍDEOENDOSCOPIA E 01 EQUIPAMENTO DE PHMETRIA."
170;2024;"ELN2 - EMENDA DERIVADA 20051/2024";"FUNDO ESTADUAL DE SAÚDE";"03904395000145 - FUNDO MUNICIPAL DE SAUDE DE JABOATAO DOS GUARARAPES";580696;"SOF  558/2024 - SES  - NUGEP. NOTA TÉCNICA 54995264. EMENDA PARLAMENTAR Nº 170 REFERENTE A AQUISIÇÃO DE INSUMOS E MEDICAMENTOS P/ A REDE MUNICIPAL DE SAÚDE."
174;2024;"EJT6 - EMENDA DERIVADA 9017/2023";"FUNDO ESTADUAL DE SAÚDE";"12397007000178 - FUNDO MUNICIPAL DE CHA DE ALEGRIA";200000;"2300000029.006593/2023-72. OFÍCIO GP Nº. 176/2023. SOF  346/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 174/23 OBJETIVANDO A AQUISIÇÃO DE UMA AMBULÂNCIA."
176;2024;"EM4L - EMENDA DERIVADA 60054/2024";"FUNDO ESTADUAL DE SAÚDE";"08720669000160 - INSTITUTO REVIVER BRASIL";168050;"SOF  800/2024 - NUGEP, Nº EMENDA 176/2024, NOTA TÉCNICA 227/2024, REALIZAÇÃO DE CONSULTAS OFTALMOLÓGICAS, DIAGNOSTICO E AQUISIÇÃO DE ÓCULOS DE GRAU SE NECESSÁRIO"
184;2024;"ELLQ - EMENDA DERIVADA 20041/2024";"FUNDO ESTADUAL DE SAÚDE";"24262537000198 - INSTITUTO MEMORIAL DO AGRESTE - IMA";100000;"SOF 376/24 - NUGEP. NOTA TÉCNICA - SES - GERÊNCIA DA POLÍTICA DE ASSISTÊNCIA FARMACÊUTICA - Nº 35/2024. EMENDA PARLAMENTAR Nº 184 REFERENTE A AQUISIÇÃO DE MATERIAIS MÉDICO/HOSPITALARES PARA O HOSPITAL MEMORIAL DE PERNAMBUCO."
240;2024;"EKHN - EMENDA DERIVADA 8023/2023";"FUNDO ESTADUAL DE SAÚDE";"10869782000153 - IRMANDADE DA SANTA CASA DE MISERICORDIA DO RECIFE";105000;"2300000029.005619/2023-65. OFÍCIO 246/2023. SOF  295/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 240/23 REFERENTE A MANUTENÇÃO DA IRMANDADE DA SANTA CASA DE MISERICÓRDIA DO RECIFE/HOSPITAL SANTO AMARO."
305;2024;"EJR8 - EMENDA DERIVADA 9020/2023";"FUNDO ESTADUAL DE SAÚDE";"11691937000177 - CENTRO DE CAPACITACAO E FORMACAO PUBLICA - CEFOP";299060;"2300000029.005683/2023-46, OFICIO Nº 46/2023, SOF.299/2023-SES/NUGEP,NOTA TECNICA: (44100519), PLANO DE TRABALHO  (44613043), EMENDA PARLAMENTAR Nº 305, PARA REALIZAR PROJETO DE MELHORIA A ATENÇÃO INTEGRAL DA POPULAÇÃO DO JABOATÃO DOS GUARARAPES"
333;2024;"EKHK - EMENDA DERIVADA 8007/2023";"FUNDO ESTADUAL DE SAÚDE";"10572048002686 - SECRETARIA DE SAUDE";99893.33;"2300000029.003646/2023-01. SOF  163/2023 - SES. OFÍCIO Nº 50/2023 - NUGEP. EMENDA PARLAMENTAR Nº 333/23 OBJETIVANDO EQUIPAGEM DAS RECEPÇÕES ADULTO, PEDIÁTRICA OBSTÉTRICA DO HOSP. FERNANDES SALSA NO MUNICÍPIO DE LIMOEIRO. EMPENHO GERADO SEM VALIDAÇÃO NO SIAFEM."
335;2024;"EKHH - EMENDA DERIVADA 8002/2023";"FUNDO ESTADUAL DE SAÚDE";"69902112000134 - FUNDO MUNICIPAL DE SAUDE DE VERTENTE DO LERIO";129360;"2300000029.005944/2023-28. OFÍCIO N.º 41/2023. SOF  312/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 335/23 OBJETIVANDO A AQUISIÇÃO DE UMA AMBULÂNCIA."
338;2024;"EM19 - EMENDA DERIVADA 50004/2024";"FUNDO ESTADUAL DE SAÚDE";"08831289000100 - FUNDO MUNICIPAL DE SAUDE DE LAJEDO";388080;"SOF Nº 680/24 - NUGEP. NOTA TÉCNICA Nº 135/2024/DGAIS/GUE. EMENDA PARLAMENTAR Nº 338  REFERENTE A AQUISIÇÃO DE AMBULÂNCIA PARA LOCOMOÇÃO DE PACIENTES DENTRO DA REDE DE ASSISTÊNCIA E NO PRÓPRIO MUNICÍPIO"
341;2024;"EKFR - EMENDA DERIVADA 7010/2023";"FUNDO ESTADUAL DE SAÚDE";"11504633000153 - FUNDO MUNICIPAL DE SAUDE DE TRACUNHAEM";270000;"2300000266.011211/2023-20. OFÍCIO 137/23. SOF  318/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 341/23  OBJETIVANDO A AQUISIÇÃO DE UMA VAN PARA O TRANSPORTE DE PACIENTES TFD - TRATAMENTO FORA DO DOMICÍLIO."
357;2024;"ELR8 - EMENDA DERIVADA 30009/2024";"FUNDO ESTADUAL DE SAÚDE";"08187800000175 - INSTITUTO SOS MAO CRIANCA - ISMC";50000;"SOF  548/2024 - SES - NUGEP. NOTA TÉCNICA Nº 480/2024. EMENDA PARLAMENTAR Nº 357 REFERENTE A AQUISIÇÃO DE EQUIPAMENTOS QUE SERÃO UTILIZADOS NOS ATENDIMENTOS CIRÚRGICOS."
361;2024;"EKCG - EMENDA DERIVADA 4043/2023";"FUNDO ESTADUAL DE SAÚDE";"11292383000135 - FUNDO MUNICIPAL DE SAUDE DE SOLIDAO";200000;"2300000029.004051/2023-65. OFÍCIO SNº/2023 (40929733). SOF  254/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 361/23 OBJETIVANDO A AQUISIÇÃO DE AMBULÂNCIAS PARA ATENDER A DEMANDAS DE ATENDIMENTO A SAÚDE NO MUNICÍPIO"
372;2024;"EKH8 - EMENDA DERIVADA 8028/2023";"FUNDO ESTADUAL DE SAÚDE";"02324776000192 - FUNDO MUNICIPAL DE SAUDE BELEM DE SAO FRANCISCO";600000;"2300000029.005615/2023-87. OFÍCIO GP Nº 240/2023. SOF  292/2023 - SES - NUGEP. EMENDA PARLAMENTAR Nº 372/23 REF. A CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE NO POVOADO DE MALHA GRANDE DO MUNICÍPIO DE BELÉM DO SÃO FRANCISCO"
410;2024;"EM4K - EMENDA DERIVADA 60017/2024";"FUNDO ESTADUAL DE SAÚDE";"19796243000106 - ONG - MOVIMENTO COMUNITARIO - MC PROJETO SAUDE PARA TODOS";120000;"SOF  604/2024 - SES - NUGEP. NOTA TÉCNICA  DGAIS Nº 133/2024. EMENDA PARLAMENTAR Nº 410 OBJETIVANDO A REALIZAÇÃO DE CONSULTAS OFTALMOLÓGICAS E OBTER DIAGNÓSTICOS (PROJETO SAÚDE DOS OLHOS. PRIORIDADE SEMPRE!)"
420;2024;"ELIN - EMENDA DERIVADA 10026/2024";"FUNDO ESTADUAL DE SAÚDE";"19796243000106 - ONG - MOVIMENTO COMUNITARIO - MC PROJETO SAUDE PARA TODOS";400000;"SOF 78/24 -  NUGEP. NOTA TÉCNICA 24 (47911866). EMENDA PARLAMENTAR Nº 420 OBJETIVANDO REALIZAR CONSULTAS OFTALMOLÓGICAS E OBTER DIAGNÓSTICO (PROJETO SAÚDE NOS OLHOS, PRIORIDADE SEMPRE XIII"
